clk i_ni i_router o_ni o_router vnet flits
9537 4 4 21 5 0 8
9545 0 0 17 1 0 8
9545 1 1 18 2 0 8
9545 1 1 19 3 1 8
9545 2 2 19 3 0 8
9545 3 3 20 4 0 8
9545 3 3 21 5 1 8
9545 4 4 21 5 0 8
9553 0 0 17 1 0 8
9553 1 1 18 2 0 8
9553 1 1 19 3 1 8
9553 2 2 19 3 0 8
9553 3 3 20 4 0 8
9553 3 3 21 5 1 8
9553 4 4 21 5 0 8
9561 0 0 17 1 0 8
9561 1 1 18 2 0 8
9561 1 1 19 3 1 8
9561 2 2 19 3 0 8
9561 3 3 20 4 0 8
9561 3 3 21 5 1 8
9561 4 4 21 5 0 8
9569 0 0 17 1 0 8
9569 1 1 18 2 0 8
9569 1 1 19 3 1 8
9569 2 2 19 3 0 8
9569 3 3 20 4 0 8
9569 3 3 21 5 1 8
9569 4 4 21 5 0 8
9577 0 0 17 1 0 8
9577 1 1 18 2 0 8
9577 1 1 19 3 1 8
9577 2 2 19 3 0 8
9577 3 3 20 4 0 8
9577 3 3 21 5 1 8
9577 4 4 21 5 0 8
9585 0 0 17 1 0 8
9585 1 1 18 2 0 8
9585 1 1 19 3 1 8
9585 2 2 19 3 0 8
9585 3 3 20 4 0 8
9585 3 3 21 5 1 8
9585 4 4 21 5 0 8
9593 0 0 17 1 0 8
9593 1 1 18 2 0 8
9593 1 1 19 3 1 8
9593 2 2 19 3 0 8
9593 3 3 20 4 0 8
9593 3 3 21 5 1 8
9593 4 4 21 5 0 8
9601 0 0 17 1 0 8
9601 1 1 18 2 0 8
9601 1 1 19 3 1 8
9601 2 2 19 3 0 8
9601 3 3 20 4 0 8
9601 3 3 21 5 1 8
9601 4 4 21 5 0 8
9609 0 0 17 1 0 8
9609 1 1 18 2 0 8
9609 1 1 19 3 1 8
9609 2 2 19 3 0 8
9609 3 3 20 4 0 8
9609 3 3 21 5 1 8
9609 4 4 21 5 0 8
9617 0 0 17 1 0 8
9617 1 1 18 2 0 8
9617 1 1 19 3 1 8
9617 2 2 19 3 0 8
9617 3 3 20 4 0 8
9617 3 3 21 5 1 8
9617 4 4 21 5 0 8
9625 0 0 17 1 0 8
9625 1 1 18 2 0 8
9625 1 1 19 3 1 8
9625 2 2 19 3 0 8
9625 3 3 20 4 0 8
9625 3 3 21 5 1 8
9625 4 4 21 5 0 8
9633 0 0 17 1 0 8
9633 1 1 18 2 0 8
9633 1 1 19 3 1 8
9633 2 2 19 3 0 8
9633 3 3 20 4 0 8
9633 3 3 21 5 1 8
9633 4 4 21 5 0 8
9641 0 0 17 1 0 8
9641 1 1 18 2 0 8
9641 1 1 19 3 1 8
9641 2 2 19 3 0 8
9641 3 3 20 4 0 8
9641 3 3 21 5 1 8
9641 4 4 21 5 0 8
9649 0 0 17 1 0 8
9649 1 1 18 2 0 8
9649 1 1 19 3 1 8
9649 2 2 19 3 0 8
9649 3 3 20 4 0 8
9649 3 3 21 5 1 8
9649 4 4 21 5 0 8
9657 0 0 17 1 0 8
9657 1 1 18 2 0 8
9657 1 1 19 3 1 8
9657 2 2 19 3 0 8
9657 3 3 20 4 0 8
9657 3 3 21 5 1 8
9657 4 4 21 5 0 8
9665 0 0 17 1 0 8
9665 1 1 18 2 0 8
9665 1 1 19 3 1 8
9665 2 2 19 3 0 8
9665 3 3 20 4 0 8
9665 3 3 21 5 1 8
9665 4 4 21 5 0 8
9673 0 0 17 1 0 8
9673 1 1 18 2 0 8
9673 1 1 19 3 1 8
9673 2 2 19 3 0 8
9673 3 3 20 4 0 8
9673 3 3 21 5 1 8
9673 4 4 21 5 0 8
9681 0 0 17 1 0 8
9681 1 1 18 2 0 8
9681 1 1 19 3 1 8
9681 2 2 19 3 0 8
9681 3 3 20 4 0 8
9681 3 3 21 5 1 8
9681 4 4 21 5 0 8
9689 0 0 17 1 0 8
9689 1 1 18 2 0 8
9689 1 1 19 3 1 8
9689 2 2 19 3 0 8
9689 3 3 20 4 0 8
9689 3 3 21 5 1 8
9689 4 4 21 5 0 8
9697 0 0 17 1 0 8
9697 1 1 18 2 0 8
9697 1 1 19 3 1 8
9697 2 2 19 3 0 8
9697 3 3 20 4 0 8
9697 3 3 21 5 1 8
9697 4 4 21 5 0 8
9705 0 0 17 1 0 8
9705 1 1 18 2 0 8
9705 1 1 19 3 1 8
9705 2 2 19 3 0 8
9705 3 3 20 4 0 8
9705 3 3 21 5 1 8
9705 4 4 21 5 0 8
9713 0 0 17 1 0 8
9713 1 1 18 2 0 8
9713 1 1 19 3 1 8
9713 2 2 19 3 0 8
9713 3 3 20 4 0 8
9713 3 3 21 5 1 8
9713 4 4 21 5 0 8
9721 0 0 17 1 0 8
9721 1 1 18 2 0 8
9721 1 1 19 3 1 8
9721 2 2 19 3 0 8
9721 3 3 20 4 0 8
9721 3 3 21 5 1 8
9721 4 4 21 5 0 8
9729 0 0 17 1 0 8
9729 1 1 18 2 0 8
9729 1 1 19 3 1 8
9729 2 2 19 3 0 8
9729 3 3 20 4 0 8
9729 3 3 21 5 1 8
9729 4 4 21 5 0 8
9737 0 0 17 1 0 8
9737 1 1 18 2 0 8
9737 1 1 19 3 1 8
9737 2 2 19 3 0 8
9737 3 3 20 4 0 8
9737 3 3 21 5 1 8
9737 4 4 21 5 0 8
9745 0 0 17 1 0 8
9745 1 1 18 2 0 8
9745 1 1 19 3 1 8
9745 2 2 19 3 0 8
9745 3 3 20 4 0 8
9745 3 3 21 5 1 8
9745 4 4 21 5 0 8
9753 0 0 17 1 0 8
9753 1 1 18 2 0 8
9753 1 1 19 3 1 8
9753 2 2 19 3 0 8
9753 3 3 20 4 0 8
9753 3 3 21 5 1 8
9753 4 4 21 5 0 8
9761 0 0 17 1 0 8
9761 1 1 18 2 0 8
9761 1 1 19 3 1 8
9761 2 2 19 3 0 8
9761 3 3 20 4 0 8
9761 3 3 21 5 1 8
9761 4 4 21 5 0 8
9769 0 0 17 1 0 8
9769 1 1 18 2 0 8
9769 1 1 19 3 1 8
9769 2 2 19 3 0 8
9769 3 3 20 4 0 8
9769 3 3 21 5 1 8
9769 4 4 21 5 0 8
9777 0 0 17 1 0 8
9777 1 1 18 2 0 8
9777 1 1 19 3 1 8
9777 2 2 19 3 0 8
9777 3 3 20 4 0 8
9777 3 3 21 5 1 8
9777 4 4 21 5 0 8
9785 0 0 17 1 0 8
9785 1 1 18 2 0 8
9785 1 1 19 3 1 8
9785 2 2 19 3 0 8
9785 3 3 20 4 0 8
9785 3 3 21 5 1 8
9785 4 4 21 5 0 8
9793 0 0 17 1 0 8
9793 1 1 18 2 0 8
9793 1 1 19 3 1 8
9793 2 2 19 3 0 8
9793 3 3 20 4 0 8
9793 3 3 21 5 1 8
9793 4 4 21 5 0 8
9801 0 0 17 1 0 8
9801 1 1 18 2 0 8
9801 1 1 19 3 1 8
9801 2 2 19 3 0 8
9801 3 3 20 4 0 8
9801 3 3 21 5 1 8
9801 4 4 21 5 0 8
9809 0 0 17 1 0 8
9809 1 1 18 2 0 8
9809 1 1 19 3 1 8
9809 2 2 19 3 0 8
9809 3 3 20 4 0 8
9809 3 3 21 5 1 8
9809 4 4 21 5 0 8
9817 0 0 17 1 0 8
9817 1 1 18 2 0 8
9817 1 1 19 3 1 8
9817 2 2 19 3 0 8
9817 3 3 20 4 0 8
9817 3 3 21 5 1 8
9817 4 4 21 5 0 8
9825 0 0 17 1 0 8
9825 1 1 18 2 0 8
9825 1 1 19 3 1 8
9825 2 2 19 3 0 8
9825 3 3 20 4 0 8
9825 3 3 21 5 1 8
9825 4 4 21 5 0 8
9833 0 0 17 1 0 8
9833 1 1 18 2 0 8
9833 1 1 19 3 1 8
9833 2 2 19 3 0 8
9833 3 3 20 4 0 8
9833 3 3 21 5 1 8
9833 4 4 21 5 0 8
9841 0 0 17 1 0 8
9841 1 1 18 2 0 8
9841 1 1 19 3 1 8
9841 2 2 19 3 0 8
9841 3 3 20 4 0 8
9841 3 3 21 5 1 8
9841 4 4 21 5 0 8
9849 0 0 17 1 0 8
9849 1 1 18 2 0 8
9849 1 1 19 3 1 8
9849 2 2 19 3 0 8
9849 3 3 20 4 0 8
9849 3 3 21 5 1 8
9849 4 4 21 5 0 8
9857 0 0 17 1 0 8
9857 1 1 18 2 0 8
9857 1 1 19 3 1 8
9857 2 2 19 3 0 8
9857 3 3 20 4 0 8
9857 3 3 21 5 1 8
9857 4 4 21 5 0 8
9865 0 0 17 1 0 8
9865 1 1 18 2 0 8
9865 1 1 19 3 1 8
9865 2 2 19 3 0 8
9865 3 3 20 4 0 8
9865 3 3 21 5 1 8
9865 4 4 21 5 0 8
9873 0 0 17 1 0 8
9873 1 1 18 2 0 8
9873 1 1 19 3 1 8
9873 2 2 19 3 0 8
9873 3 3 20 4 0 8
9873 3 3 21 5 1 8
9873 4 4 21 5 0 8
9881 0 0 17 1 0 8
9881 1 1 18 2 0 8
9881 1 1 19 3 1 8
9881 2 2 19 3 0 8
9881 3 3 20 4 0 8
9881 3 3 21 5 1 8
9881 4 4 21 5 0 8
9889 0 0 17 1 0 8
9889 1 1 18 2 0 8
9889 1 1 19 3 1 8
9889 2 2 19 3 0 8
9889 3 3 20 4 0 8
9889 3 3 21 5 1 8
9889 4 4 21 5 0 8
9897 0 0 17 1 0 8
9897 1 1 18 2 0 8
9897 1 1 19 3 1 8
9897 2 2 19 3 0 8
9897 3 3 20 4 0 8
9897 3 3 21 5 1 8
9897 4 4 21 5 0 8
9905 0 0 17 1 0 8
9905 1 1 18 2 0 8
9905 1 1 19 3 1 8
9905 2 2 19 3 0 8
9905 3 3 20 4 0 8
9905 3 3 21 5 1 8
9905 4 4 21 5 0 8
9913 0 0 17 1 0 8
9913 1 1 18 2 0 8
9913 1 1 19 3 1 8
9913 2 2 19 3 0 8
9913 3 3 20 4 0 8
9913 3 3 21 5 1 8
9913 4 4 21 5 0 8
9921 0 0 17 1 0 8
9921 1 1 18 2 0 8
9921 1 1 19 3 1 8
9921 2 2 19 3 0 8
9921 3 3 20 4 0 8
9921 3 3 21 5 1 8
9921 4 4 21 5 0 8
9929 0 0 17 1 0 8
9929 1 1 18 2 0 8
9929 1 1 19 3 1 8
9929 2 2 19 3 0 8
9929 3 3 20 4 0 8
9929 3 3 21 5 1 8
9929 4 4 21 5 0 8
9937 0 0 17 1 0 8
9937 1 1 18 2 0 8
9937 1 1 19 3 1 8
9937 2 2 19 3 0 8
9937 3 3 20 4 0 8
9937 3 3 21 5 1 8
9937 4 4 21 5 0 8
9945 0 0 17 1 0 8
9945 1 1 18 2 0 8
9945 1 1 19 3 1 8
9945 2 2 19 3 0 8
9945 3 3 20 4 0 8
9945 3 3 21 5 1 8
9945 4 4 21 5 0 8
9953 0 0 17 1 0 8
9953 1 1 18 2 0 8
9953 1 1 19 3 1 8
9953 2 2 19 3 0 8
9953 3 3 20 4 0 8
9953 3 3 21 5 1 8
9953 4 4 21 5 0 8
9961 0 0 17 1 0 8
9961 1 1 18 2 0 8
9961 1 1 19 3 1 8
9961 2 2 19 3 0 8
9961 3 3 20 4 0 8
9961 3 3 21 5 1 8
9961 4 4 21 5 0 8
9969 0 0 17 1 0 8
9969 1 1 18 2 0 8
9969 1 1 19 3 1 8
9969 2 2 19 3 0 8
9969 3 3 20 4 0 8
9969 3 3 21 5 1 8
9969 4 4 21 5 0 8
9977 0 0 17 1 0 8
9977 1 1 18 2 0 8
9977 1 1 19 3 1 8
9977 2 2 19 3 0 8
9977 3 3 20 4 0 8
9977 3 3 21 5 1 8
9977 4 4 21 5 0 8
9985 0 0 17 1 0 8
9985 1 1 18 2 0 8
9985 1 1 19 3 1 8
9985 2 2 19 3 0 8
9985 3 3 20 4 0 8
9985 3 3 21 5 1 8
9985 4 4 21 5 0 8
9993 0 0 17 1 0 8
9993 1 1 18 2 0 8
9993 1 1 19 3 1 8
9993 2 2 19 3 0 8
9993 3 3 20 4 0 8
9993 3 3 21 5 1 8
9993 4 4 21 5 0 8
10001 0 0 17 1 0 8
10001 1 1 18 2 0 8
10001 1 1 19 3 1 8
10001 2 2 19 3 0 8
10001 3 3 20 4 0 8
10001 3 3 21 5 1 8
10001 4 4 21 5 0 8
10009 0 0 17 1 0 8
10009 1 1 18 2 0 8
10009 1 1 19 3 1 8
10009 2 2 19 3 0 8
10009 3 3 20 4 0 8
10009 3 3 21 5 1 8
10009 4 4 21 5 0 8
10017 0 0 17 1 0 8
10017 1 1 18 2 0 8
10017 1 1 19 3 1 8
10017 2 2 19 3 0 8
10017 3 3 20 4 0 8
10017 3 3 21 5 1 8
10017 4 4 21 5 0 8
10025 0 0 17 1 0 8
10025 1 1 18 2 0 8
10025 1 1 19 3 1 8
10025 2 2 19 3 0 8
10025 3 3 20 4 0 8
10025 3 3 21 5 1 8
10025 4 4 21 5 0 8
10033 0 0 17 1 0 8
10033 1 1 18 2 0 8
10033 1 1 19 3 1 8
10033 2 2 19 3 0 8
10033 3 3 20 4 0 8
10033 3 3 21 5 1 8
10033 4 4 21 5 0 8
10041 0 0 17 1 0 8
10041 1 1 18 2 0 8
10041 1 1 19 3 1 8
10041 2 2 19 3 0 8
10041 3 3 20 4 0 8
10041 3 3 21 5 1 8
10041 4 4 21 5 0 8
10049 0 0 17 1 0 8
10049 1 1 18 2 0 8
10049 1 1 19 3 1 8
10049 2 2 19 3 0 8
10049 3 3 20 4 0 8
10049 3 3 21 5 1 8
10049 4 4 21 5 0 8
10057 0 0 17 1 0 8
10057 1 1 18 2 0 8
10057 1 1 19 3 1 8
10057 2 2 19 3 0 8
10057 3 3 20 4 0 8
10057 3 3 21 5 1 8
10057 4 4 21 5 0 8
10065 0 0 17 1 0 8
10065 1 1 18 2 0 8
10065 1 1 19 3 1 8
10065 2 2 19 3 0 8
10065 3 3 20 4 0 8
10065 3 3 21 5 1 8
10065 4 4 21 5 0 8
10073 0 0 17 1 0 8
10073 1 1 18 2 0 8
10073 1 1 19 3 1 8
10073 2 2 19 3 0 8
10073 3 3 20 4 0 8
10073 3 3 21 5 1 8
10073 4 4 21 5 0 8
10081 0 0 17 1 0 8
10081 1 1 18 2 0 8
10081 1 1 19 3 1 8
10081 2 2 19 3 0 8
10081 3 3 20 4 0 8
10081 3 3 21 5 1 8
10081 4 4 21 5 0 8
10089 0 0 17 1 0 8
10089 1 1 18 2 0 8
10089 1 1 19 3 1 8
10089 2 2 19 3 0 8
10089 3 3 20 4 0 8
10089 3 3 21 5 1 8
10089 4 4 21 5 0 8
10097 0 0 17 1 0 8
10097 1 1 18 2 0 8
10097 1 1 19 3 1 8
10097 2 2 19 3 0 8
10097 3 3 20 4 0 8
10097 3 3 21 5 1 8
10097 4 4 21 5 0 8
10105 0 0 17 1 0 8
10105 1 1 18 2 0 8
10105 1 1 19 3 1 8
10105 2 2 19 3 0 8
10105 3 3 20 4 0 8
10105 3 3 21 5 1 8
10105 4 4 21 5 0 8
10113 0 0 17 1 0 8
10113 1 1 18 2 0 8
10113 1 1 19 3 1 8
10113 2 2 19 3 0 8
10113 3 3 20 4 0 8
10113 3 3 21 5 1 8
10113 4 4 21 5 0 8
10121 0 0 17 1 0 8
10121 1 1 18 2 0 8
10121 1 1 19 3 1 8
10121 2 2 19 3 0 8
10121 3 3 20 4 0 8
10121 3 3 21 5 1 8
10121 4 4 21 5 0 8
10129 0 0 17 1 0 8
10129 1 1 18 2 0 8
10129 1 1 19 3 1 8
10129 2 2 19 3 0 8
10129 3 3 20 4 0 8
10129 3 3 21 5 1 8
10129 4 4 21 5 0 8
10137 0 0 17 1 0 8
10137 1 1 18 2 0 8
10137 1 1 19 3 1 8
10137 2 2 19 3 0 8
10137 3 3 20 4 0 8
10137 3 3 21 5 1 8
10137 4 4 21 5 0 8
10145 0 0 17 1 0 8
10145 1 1 18 2 0 8
10145 1 1 19 3 1 8
10145 2 2 19 3 0 8
10145 3 3 20 4 0 8
10145 3 3 21 5 1 8
10145 4 4 21 5 0 8
10153 0 0 17 1 0 8
10153 1 1 18 2 0 8
10153 1 1 19 3 1 8
10153 2 2 19 3 0 8
10153 3 3 20 4 0 8
10153 3 3 21 5 1 8
10153 4 4 21 5 0 8
10161 0 0 17 1 0 8
10161 1 1 18 2 0 8
10161 1 1 19 3 1 8
10161 2 2 19 3 0 8
10161 3 3 20 4 0 8
10161 3 3 21 5 1 8
10161 4 4 21 5 0 8
10169 0 0 17 1 0 8
10169 1 1 18 2 0 8
10169 1 1 19 3 1 8
10169 2 2 19 3 0 8
10169 3 3 20 4 0 8
10169 3 3 21 5 1 8
10169 4 4 21 5 0 8
10177 0 0 17 1 0 8
10177 1 1 18 2 0 8
10177 1 1 19 3 1 8
10177 2 2 19 3 0 8
10177 3 3 20 4 0 8
10177 3 3 21 5 1 8
10177 4 4 21 5 0 8
10185 0 0 17 1 0 8
10185 1 1 18 2 0 8
10185 1 1 19 3 1 8
10185 2 2 19 3 0 8
10185 3 3 20 4 0 8
10185 3 3 21 5 1 8
10185 4 4 21 5 0 8
10193 0 0 17 1 0 8
10193 1 1 18 2 0 8
10193 1 1 19 3 1 8
10193 2 2 19 3 0 8
10193 3 3 20 4 0 8
10193 3 3 21 5 1 8
10193 4 4 21 5 0 8
10201 0 0 17 1 0 8
10201 1 1 18 2 0 8
10201 1 1 19 3 1 8
10201 2 2 19 3 0 8
10201 3 3 20 4 0 8
10201 3 3 21 5 1 8
10201 4 4 21 5 0 8
10209 0 0 17 1 0 8
10209 1 1 18 2 0 8
10209 1 1 19 3 1 8
10209 2 2 19 3 0 8
10209 3 3 20 4 0 8
10209 3 3 21 5 1 8
10209 4 4 21 5 0 8
10217 0 0 17 1 0 8
10217 1 1 18 2 0 8
10217 1 1 19 3 1 8
10217 2 2 19 3 0 8
10217 3 3 20 4 0 8
10217 3 3 21 5 1 8
10217 4 4 21 5 0 8
10225 0 0 17 1 0 8
10225 1 1 18 2 0 8
10225 1 1 19 3 1 8
10225 2 2 19 3 0 8
10225 3 3 20 4 0 8
10225 3 3 21 5 1 8
10225 4 4 21 5 0 8
10233 0 0 17 1 0 8
10233 1 1 18 2 0 8
10233 1 1 19 3 1 8
10233 2 2 19 3 0 8
10233 3 3 20 4 0 8
10233 3 3 21 5 1 8
10233 4 4 21 5 0 8
10241 0 0 17 1 0 8
10241 1 1 18 2 0 8
10241 1 1 19 3 1 8
10241 2 2 19 3 0 8
10241 3 3 20 4 0 8
10241 3 3 21 5 1 8
10241 4 4 21 5 0 8
10249 0 0 17 1 0 8
10249 1 1 18 2 0 8
10249 1 1 19 3 1 8
10249 2 2 19 3 0 8
10249 3 3 20 4 0 8
10249 3 3 21 5 1 8
10249 4 4 21 5 0 8
10257 0 0 17 1 0 8
10257 1 1 18 2 0 8
10257 1 1 19 3 1 8
10257 2 2 19 3 0 8
10257 3 3 20 4 0 8
10257 3 3 21 5 1 8
10257 4 4 21 5 0 8
10265 0 0 17 1 0 8
10265 1 1 18 2 0 8
10265 1 1 19 3 1 8
10265 2 2 19 3 0 8
10265 3 3 20 4 0 8
10265 3 3 21 5 1 8
10265 4 4 21 5 0 8
10273 0 0 17 1 0 8
10273 1 1 18 2 0 8
10273 1 1 19 3 1 8
10273 2 2 19 3 0 8
10273 3 3 20 4 0 8
10273 3 3 21 5 1 8
10273 4 4 21 5 0 8
10281 0 0 17 1 0 8
10281 1 1 18 2 0 8
10281 1 1 19 3 1 8
10281 2 2 19 3 0 8
10281 3 3 20 4 0 8
10281 3 3 21 5 1 8
10281 4 4 21 5 0 8
10289 0 0 17 1 0 8
10289 1 1 18 2 0 8
10289 1 1 19 3 1 8
10289 2 2 19 3 0 8
10289 3 3 20 4 0 8
10289 3 3 21 5 1 8
10289 4 4 21 5 0 8
10297 0 0 17 1 0 8
10297 1 1 18 2 0 8
10297 1 1 19 3 1 8
10297 2 2 19 3 0 8
10297 3 3 20 4 0 8
10297 3 3 21 5 1 8
10297 4 4 21 5 0 8
10305 0 0 17 1 0 8
10305 1 1 18 2 0 8
10305 1 1 19 3 1 8
10305 2 2 19 3 0 8
10305 3 3 20 4 0 8
10305 3 3 21 5 1 8
10305 4 4 21 5 0 8
10313 0 0 17 1 0 8
10313 1 1 18 2 0 8
10313 1 1 19 3 1 8
10313 2 2 19 3 0 8
10313 3 3 20 4 0 8
10313 3 3 21 5 1 8
10313 4 4 21 5 0 8
10321 0 0 17 1 0 8
10321 1 1 18 2 0 8
10321 1 1 19 3 1 8
10321 2 2 19 3 0 8
10321 3 3 20 4 0 8
10321 3 3 21 5 1 8
10321 4 4 21 5 0 8
10329 0 0 17 1 0 8
10329 1 1 18 2 0 8
10329 1 1 19 3 1 8
10329 2 2 19 3 0 8
10329 3 3 20 4 0 8
10329 3 3 21 5 1 8
10329 4 4 21 5 0 8
10337 0 0 17 1 0 8
10337 1 1 18 2 0 8
10337 1 1 19 3 1 8
10337 2 2 19 3 0 8
10337 3 3 20 4 0 8
10337 3 3 21 5 1 8
10337 4 4 21 5 0 8
10345 0 0 17 1 0 8
10345 1 1 18 2 0 8
10345 1 1 19 3 1 8
10345 2 2 19 3 0 8
10345 3 3 20 4 0 8
10345 3 3 21 5 1 8
10345 4 4 21 5 0 8
10353 0 0 17 1 0 8
10353 1 1 18 2 0 8
10353 1 1 19 3 1 8
10353 2 2 19 3 0 8
10353 3 3 20 4 0 8
10353 3 3 21 5 1 8
10353 4 4 21 5 0 8
10361 0 0 17 1 0 8
10361 1 1 18 2 0 8
10361 1 1 19 3 1 8
10361 2 2 19 3 0 8
10361 3 3 20 4 0 8
10361 3 3 21 5 1 8
10361 4 4 21 5 0 8
10369 0 0 17 1 0 8
10369 1 1 18 2 0 8
10369 1 1 19 3 1 8
10369 2 2 19 3 0 8
10369 3 3 20 4 0 8
10369 3 3 21 5 1 8
10369 4 4 21 5 0 8
10377 0 0 17 1 0 8
10377 1 1 18 2 0 8
10377 1 1 19 3 1 8
10377 2 2 19 3 0 8
10377 3 3 20 4 0 8
10377 3 3 21 5 1 8
10377 4 4 21 5 0 8
10385 0 0 17 1 0 8
10385 1 1 18 2 0 8
10385 1 1 19 3 1 8
10385 2 2 19 3 0 8
10385 3 3 20 4 0 8
10385 3 3 21 5 1 8
10385 4 4 21 5 0 8
10393 0 0 17 1 0 8
10393 1 1 18 2 0 8
10393 1 1 19 3 1 8
10393 2 2 19 3 0 8
10393 3 3 20 4 0 8
10393 3 3 21 5 1 8
10393 4 4 21 5 0 8
10401 0 0 17 1 0 8
10401 1 1 18 2 0 8
10401 1 1 19 3 1 8
10401 2 2 19 3 0 8
10401 3 3 20 4 0 8
10401 3 3 21 5 1 8
10401 4 4 21 5 0 8
10409 0 0 17 1 0 8
10409 1 1 18 2 0 8
10409 1 1 19 3 1 8
10409 2 2 19 3 0 8
10409 3 3 20 4 0 8
10409 3 3 21 5 1 8
10409 4 4 21 5 0 8
10417 0 0 17 1 0 8
10417 1 1 18 2 0 8
10417 1 1 19 3 1 8
10417 2 2 19 3 0 8
10417 3 3 20 4 0 8
10417 3 3 21 5 1 8
10417 4 4 21 5 0 8
10425 0 0 17 1 0 8
10425 1 1 18 2 0 8
10425 1 1 19 3 1 8
10425 2 2 19 3 0 8
10425 3 3 20 4 0 8
10425 3 3 21 5 1 8
10425 4 4 21 5 0 8
10433 0 0 17 1 0 8
10433 1 1 18 2 0 8
10433 1 1 19 3 1 8
10433 2 2 19 3 0 8
10433 3 3 20 4 0 8
10433 3 3 21 5 1 8
10433 4 4 21 5 0 8
10441 0 0 17 1 0 8
10441 1 1 18 2 0 8
10441 1 1 19 3 1 8
10441 2 2 19 3 0 8
10441 3 3 20 4 0 8
10441 3 3 21 5 1 8
10441 4 4 21 5 0 8
10449 0 0 17 1 0 8
10449 1 1 18 2 0 8
10449 1 1 19 3 1 8
10449 2 2 19 3 0 8
10449 3 3 20 4 0 8
10449 3 3 21 5 1 8
10449 4 4 21 5 0 8
10457 0 0 17 1 0 8
10457 1 1 18 2 0 8
10457 1 1 19 3 1 8
10457 2 2 19 3 0 8
10457 3 3 20 4 0 8
10457 3 3 21 5 1 8
10457 4 4 21 5 0 8
10465 0 0 17 1 0 8
10465 1 1 18 2 0 8
10465 1 1 19 3 1 8
10465 2 2 19 3 0 8
10465 3 3 20 4 0 8
10465 3 3 21 5 1 8
10465 4 4 21 5 0 8
10473 0 0 17 1 0 8
10473 1 1 18 2 0 8
10473 1 1 19 3 1 8
10473 2 2 19 3 0 8
10473 3 3 20 4 0 8
10473 3 3 21 5 1 8
10473 4 4 21 5 0 8
10481 0 0 17 1 0 8
10481 1 1 18 2 0 8
10481 1 1 19 3 1 8
10481 2 2 19 3 0 8
10481 3 3 20 4 0 8
10481 3 3 21 5 1 8
10481 4 4 21 5 0 8
10489 0 0 17 1 0 8
10489 1 1 18 2 0 8
10489 1 1 19 3 1 8
10489 2 2 19 3 0 8
10489 3 3 20 4 0 8
10489 3 3 21 5 1 8
10489 4 4 21 5 0 8
10497 0 0 17 1 0 8
10497 1 1 18 2 0 8
10497 1 1 19 3 1 8
10497 2 2 19 3 0 8
10497 3 3 20 4 0 8
10497 3 3 21 5 1 8
10497 4 4 21 5 0 8
10505 0 0 17 1 0 8
10505 1 1 18 2 0 8
10505 1 1 19 3 1 8
10505 2 2 19 3 0 8
10505 3 3 20 4 0 8
10505 3 3 21 5 1 8
10505 4 4 21 5 0 8
10513 0 0 17 1 0 8
10513 1 1 18 2 0 8
10513 1 1 19 3 1 8
10513 2 2 19 3 0 8
10513 3 3 20 4 0 8
10513 3 3 21 5 1 8
10513 4 4 21 5 0 8
10521 0 0 17 1 0 8
10521 1 1 18 2 0 8
10521 1 1 19 3 1 8
10521 2 2 19 3 0 8
10521 3 3 20 4 0 8
10521 3 3 21 5 1 8
10521 4 4 21 5 0 8
10529 0 0 17 1 0 8
10529 1 1 18 2 0 8
10529 1 1 19 3 1 8
10529 2 2 19 3 0 8
10529 3 3 20 4 0 8
10529 3 3 21 5 1 8
10529 4 4 21 5 0 8
10537 0 0 17 1 0 8
10537 1 1 18 2 0 8
10537 1 1 19 3 1 8
10537 2 2 19 3 0 8
10537 3 3 20 4 0 8
10537 3 3 21 5 1 8
10537 4 4 21 5 0 8
10545 0 0 17 1 0 8
10545 1 1 18 2 0 8
10545 1 1 19 3 1 8
10545 2 2 19 3 0 8
10545 3 3 20 4 0 8
10545 3 3 21 5 1 8
10545 4 4 21 5 0 8
10553 0 0 17 1 0 8
10553 1 1 18 2 0 8
10553 1 1 19 3 1 8
10553 2 2 19 3 0 8
10553 3 3 20 4 0 8
10553 3 3 21 5 1 8
10553 4 4 21 5 0 8
10561 0 0 17 1 0 8
10561 1 1 18 2 0 8
10561 1 1 19 3 1 8
10561 2 2 19 3 0 8
10561 3 3 20 4 0 8
10561 3 3 21 5 1 8
10561 4 4 21 5 0 8
10569 0 0 17 1 0 8
10569 1 1 18 2 0 8
10569 1 1 19 3 1 8
10569 2 2 19 3 0 8
10569 3 3 20 4 0 8
10569 3 3 21 5 1 8
10569 4 4 21 5 0 8
10577 0 0 17 1 0 8
10577 1 1 18 2 0 8
10577 1 1 19 3 1 8
10577 2 2 19 3 0 8
10577 3 3 20 4 0 8
10577 3 3 21 5 1 8
10577 4 4 21 5 0 8
10585 0 0 17 1 0 8
10585 1 1 18 2 0 8
10585 1 1 19 3 1 8
10585 2 2 19 3 0 8
10585 3 3 20 4 0 8
10585 3 3 21 5 1 8
10585 4 4 21 5 0 8
10593 0 0 17 1 0 8
10593 1 1 18 2 0 8
10593 1 1 19 3 1 8
10593 2 2 19 3 0 8
10593 3 3 20 4 0 8
10593 3 3 21 5 1 8
10593 4 4 21 5 0 8
10601 0 0 17 1 0 8
10601 1 1 18 2 0 8
10601 1 1 19 3 1 8
10601 2 2 19 3 0 8
10601 3 3 20 4 0 8
10601 3 3 21 5 1 8
